exp_name,max_total,balance,rep_count,tflite_kb,ms_keras,ms_tflite,delta_mse,delta_mae,delta_max,in_scale,in_zp,out_scale,out_zp,rep_path,tflite_path,status,note,yk_min,yk_max,yt_min,yt_max,delta_range_obs,delta_mse_obs,delta_mae_obs,delta_rmse_obs,delta_max_obs,keras_ms_observed,tflite_ms_observed,n_windows_eval,repr_out_min,repr_out_max,repr_out_width,lsb_out,sat_lo_cnt,sat_hi_cnt,delta_rmse
mt5000_b0p25,5000,0.25,5000,141.99,0.409,0.019,0.2170416,0.3091803,2.774701,0.17049096524715424,-20,0.05205581337213516,62,qbench_sweep_20251027_165731/experiments/mt5000_b0p25/rep/rep_windows_balanced.npz,qbench_sweep_20251027_165731/experiments/mt5000_b0p25/tflite/model_int8_full.tflite,OK,,-1.0278964042663574,1.2863993644714355,-2.550734758377075,2.4466233253479004,2.6830623149871826,0.437828004360199,0.49922046065330505,0.6616857293006998,2.3367388248443604,0.763334333896637,0.031054019927978516,64.0,-9.89060454070568,3.3836278691887856,13.274232409894466,0.05205581337213516,0.0,0.0,0.4658772370485598
mt5000_b0p3,5000,0.3,5000,141.99,0.545,0.02,0.2169061,0.3075434,2.865862,0.22936174273490906,-48,0.05215125158429146,61,qbench_sweep_20251027_165731/experiments/mt5000_b0p3/rep/rep_windows_balanced.npz,qbench_sweep_20251027_165731/experiments/mt5000_b0p3/tflite/model_int8_full.tflite,OK,,-1.1210386753082275,1.2418475151062012,-2.711865186691284,2.5554113388061523,2.904390335083008,0.4393793046474457,0.5013768672943115,0.6628569262272558,2.3513786792755127,0.7821246981620789,0.031385570764541626,64.0,-9.856586549431086,3.4419826045632362,13.298569153994322,0.05215125158429146,0.0,0.0,0.4657317897674583
mt5000_b0p35,5000,0.35,5000,141.99,0.543,0.02,0.195663,0.2830388,2.735847,0.22936174273490906,-48,0.05218496918678284,61,qbench_sweep_20251027_165731/experiments/mt5000_b0p35/rep/rep_windows_balanced.npz,qbench_sweep_20251027_165731/experiments/mt5000_b0p35/tflite/model_int8_full.tflite,OK,,-1.1776773929595947,1.3742249011993408,-2.3483235836029053,2.2439537048339844,2.040374994277954,0.4667169153690338,0.5189023613929749,0.6831668283582231,2.4660472869873047,0.7820017635822296,0.030659139156341553,64.0,-9.862959176301956,3.4442079663276672,13.307167142629623,0.05218496918678284,0.0,0.0,0.442338105977769
mt5000_b0p4,5000,0.4,5000,141.99,0.404,0.02,0.1669615,0.262193,2.254349,0.17049096524715424,-20,0.05238170921802521,61,qbench_sweep_20251027_165731/experiments/mt5000_b0p4/rep/rep_windows_balanced.npz,qbench_sweep_20251027_165731/experiments/mt5000_b0p4/tflite/model_int8_full.tflite,OK,,-1.3350675106048584,1.2996022701263428,-2.461940288543701,2.3571770191192627,2.1844475269317627,0.42950010299682617,0.49531856179237366,0.6553625736924761,2.1065115928649902,0.7615126669406891,0.030446797609329224,64.0,-9.900143042206764,3.4571928083896637,13.357335850596428,0.05238170921802521,0.0,0.0,0.40860922652333737
mt5000_b0p45,5000,0.45,5000,141.99,0.404,0.02,0.1664216,0.258626,2.679115,0.21605204045772552,-43,0.052654948085546494,60,qbench_sweep_20251027_165731/experiments/mt5000_b0p45/rep/rep_windows_balanced.npz,qbench_sweep_20251027_165731/experiments/mt5000_b0p45/tflite/model_int8_full.tflite,OK,,-1.4089338779449463,1.2842717170715332,-2.7380573749542236,2.26416277885437,2.3090145587921143,0.5014222860336304,0.5367801785469055,0.7081117750988402,3.1138901710510254,0.7682293653488159,0.030256807804107666,64.0,-9.89913024008274,3.527881521731615,13.427011761814356,0.052654948085546494,0.0,0.0,0.40794803590653556
mt5000_b0p5,5000,0.5,5000,141.99,0.55,0.02,0.2160462,0.3135567,2.256557,1.6568186283111572,-117,0.053418952971696854,57,qbench_sweep_20251027_165731/experiments/mt5000_b0p5/rep/rep_windows_balanced.npz,qbench_sweep_20251027_165731/experiments/mt5000_b0p5/tflite/model_int8_full.tflite,OK,,-1.383347511291504,1.4872362613677979,-2.6175286769866943,2.0299201011657715,1.776865005493164,0.5615900754928589,0.5859257578849792,0.7493931381410287,2.4576869010925293,0.777270644903183,0.031094998121261597,64.0,-9.882506299763918,3.7393267080187798,13.621833007782698,0.053418952971696854,0.0,0.0,0.4648077021737054
mt5000_b0p55,5000,0.55,5000,141.99,0.551,0.021,0.2314875,0.3256518,3.230417,1.6568186283111572,-117,0.05411498248577118,55,qbench_sweep_20251027_165731/experiments/mt5000_b0p55/rep/rep_windows_balanced.npz,qbench_sweep_20251027_165731/experiments/mt5000_b0p55/tflite/model_int8_full.tflite,OK,,-1.4195970296859741,1.6129709482192993,-2.759864091873169,2.0022542476654053,1.7295503616333008,0.5479040145874023,0.5685744285583496,0.7402053867592442,3.0397841930389404,0.7574670016765594,0.03265216946601868,64.0,-9.903041794896126,3.896278738975525,13.79932053387165,0.05411498248577118,0.0,0.0,0.4811314789119498
mt5000_b0p6,5000,0.6,5000,141.99,0.553,0.021,0.2153188,0.309646,2.497604,1.6568186283111572,-117,0.05659588798880577,47,qbench_sweep_20251027_165731/experiments/mt5000_b0p6/rep/rep_windows_balanced.npz,qbench_sweep_20251027_165731/experiments/mt5000_b0p6/tflite/model_int8_full.tflite,OK,,-1.4269524812698364,1.6743472814559937,-2.3770272731781006,1.9808560609817505,1.256583571434021,0.515984833240509,0.5470455884933472,0.7183208428275689,2.575425863265991,0.7733069360256195,0.03238022327423096,64.0,-9.90428039804101,4.527671039104462,14.431951437145472,0.05659588798880577,0.0,0.0,0.46402456831508393
mt6000_b0p25,6000,0.25,6000,141.99,0.403,0.019,0.22964,0.3237254,2.508082,0.17049096524715424,-20,0.05215125158429146,61,qbench_sweep_20251027_165731/experiments/mt6000_b0p25/rep/rep_windows_balanced.npz,qbench_sweep_20251027_165731/experiments/mt6000_b0p25/tflite/model_int8_full.tflite,OK,,-1.0524358749389648,1.3018872737884521,-2.1382012367248535,2.5032601356506348,2.2871382236480713,0.4454589784145355,0.5040896534919739,0.6674271334119819,2.052736282348633,0.7741563022136688,0.030647963285446167,64.0,-9.856586549431086,3.4419826045632362,13.298569153994322,0.05215125158429146,0.0,0.0,0.4792076794042433
mt6000_b0p3,6000,0.3,6000,141.99,0.406,0.02,0.2160218,0.3088656,2.667016,0.17049096524715424,-20,0.05218496918678284,61,qbench_sweep_20251027_165731/experiments/mt6000_b0p3/rep/rep_windows_balanced.npz,qbench_sweep_20251027_165731/experiments/mt6000_b0p3/tflite/model_int8_full.tflite,OK,,-1.0278964042663574,1.2154178619384766,-2.1395838260650635,2.2961387634277344,2.192408323287964,0.43805384635925293,0.4954177439212799,0.6618563638428303,2.0801758766174316,0.7602795958518982,0.02993270754814148,64.0,-9.862959176301956,3.4442079663276672,13.307167142629623,0.05218496918678284,0.0,0.0,0.464781454018983
mt6000_b0p35,6000,0.35,6000,141.99,0.561,0.019,0.1691385,0.2689036,2.687416,0.17049096524715424,-20,0.05259726569056511,60,qbench_sweep_20251027_165731/experiments/mt6000_b0p35/rep/rep_windows_balanced.npz,qbench_sweep_20251027_165731/experiments/mt6000_b0p35/tflite/model_int8_full.tflite,OK,,-1.0278964042663574,1.2863993644714355,-2.314279794692993,2.472071409225464,2.472055435180664,0.46523553133010864,0.5106610059738159,0.6820817629361664,2.0897998809814453,0.7796548306941986,0.029686838388442993,64.0,-9.88828594982624,3.5240168012678623,13.412302751094103,0.05259726569056511,0.0,0.0,0.411264513421715
mt6000_b0p4,6000,0.4,6000,141.99,0.488,0.02,0.2346706,0.3372976,2.240127,1.6568186283111572,-117,0.05323544517159462,58,qbench_sweep_20251027_165731/experiments/mt6000_b0p4/rep/rep_windows_balanced.npz,qbench_sweep_20251027_165731/experiments/mt6000_b0p4/tflite/model_int8_full.tflite,OK,,-1.0278964042663574,1.2418475151062012,-2.129417896270752,2.0761823654174805,1.9358563423156738,0.5161781311035156,0.5442035794258118,0.7184553786447114,2.348440647125244,0.7752515375614166,0.0326596200466156,64.0,-9.9017928019166,3.6732457168400288,13.575038518756628,0.05323544517159462,0.0,0.0,0.48442811644247075
mt6000_b0p45,6000,0.45,6000,141.99,0.547,0.021,0.2500216,0.3428248,2.396301,1.6568186283111572,-117,0.053775854408741,56,qbench_sweep_20251027_165731/experiments/mt6000_b0p45/rep/rep_windows_balanced.npz,qbench_sweep_20251027_165731/experiments/mt6000_b0p45/tflite/model_int8_full.tflite,OK,,-1.178125262260437,1.3461037874221802,-2.2585859298706055,1.882154941558838,1.6165118217468262,0.5439306497573853,0.5645349621772766,0.7375165420228792,2.3907642364501953,0.7600151002407074,0.03201514482498169,64.0,-9.894757211208344,3.818085663020611,13.712842874228954,0.053775854408741,0.0,0.0,0.5000215995334601
mt6000_b0p5,6000,0.5,6000,141.99,0.544,0.021,0.2130407,0.3180698,2.62234,1.6568186283111572,-117,0.05659588798880577,47,qbench_sweep_20251027_165731/experiments/mt6000_b0p5/rep/rep_windows_balanced.npz,qbench_sweep_20251027_165731/experiments/mt6000_b0p5/tflite/model_int8_full.tflite,OK,,-1.3350675106048584,1.2996022701263428,-2.4336230754852295,1.8110684156417847,1.610021710395813,0.5084046721458435,0.5426536798477173,0.7130250150912263,2.5489301681518555,0.7776282727718353,0.0325813889503479,64.0,-9.90428039804101,4.527671039104462,14.431951437145472,0.05659588798880577,0.0,0.0,0.46156332176636394
mt6000_b0p55,6000,0.55,6000,141.99,0.558,0.021,0.2431704,0.3346001,2.909463,1.6568186283111572,-117,0.05994482338428497,37,qbench_sweep_20251027_165731/experiments/mt6000_b0p55/rep/rep_windows_balanced.npz,qbench_sweep_20251027_165731/experiments/mt6000_b0p55/tflite/model_int8_full.tflite,OK,,-1.4154536724090576,1.2842717170715332,-2.3977928161621094,1.9781792163848877,1.6762466430664062,0.5367371439933777,0.5503146052360535,0.7326234667231031,2.600581407546997,0.7789023220539093,0.03232434391975403,64.0,-9.89089585840702,5.395034104585648,15.285929962992668,0.05994482338428497,0.0,0.0,0.49312310836139084
mt6000_b0p6,6000,0.6,6000,141.99,0.391,0.021,0.2265734,0.3235591,2.467233,1.6568186283111572,-117,0.05994482338428497,37,qbench_sweep_20251027_165731/experiments/mt6000_b0p6/rep/rep_windows_balanced.npz,qbench_sweep_20251027_165731/experiments/mt6000_b0p6/tflite/model_int8_full.tflite,OK,,-1.4281423091888428,1.6227413415908813,-2.577627420425415,2.3977928161621094,1.9245365858078003,0.5774390697479248,0.5803398489952087,0.759894117458429,2.909864902496338,0.7641315460205078,0.03228709101676941,64.0,-9.89089585840702,5.395034104585648,15.285929962992668,0.05994482338428497,0.0,0.0,0.47599726889972804
